frame_nr;sampler_time;layer_id;layer_size;encoding_time;encoded_size;send_timestamp;full_size
795;2;0;953415;12;153021;1696323348256;0
795;2;1;397260;5;70235;1696323348256;0
795;2;2;238395;5;45120;1696323348256;0
800;4;0;968490;12;154709;1696323348356;0
800;4;1;403545;4;71278;1696323348356;0
800;4;2;242145;5;46069;1696323348356;0
805;5;0;947025;12;158373;1696323348456;0
805;5;1;394605;4;73100;1696323348456;0
805;5;2;236790;4;46519;1696323348456;0
810;7;0;949785;13;159361;1696323348561;0
810;7;1;395745;6;73691;1696323348561;0
810;7;2;237480;2;47067;1696323348561;0
815;2;0;953625;11;160277;1696323348660;0
815;2;1;397350;4;73730;1696323348660;0
815;2;2;238425;4;46947;1696323348660;0
820;3;0;959175;13;158745;1696323348820;0
820;3;1;399660;7;73572;1696323348820;0
820;3;2;239820;3;46835;1696323348820;0
825;2;0;990105;14;162462;1696323348921;0
825;2;1;412545;5;75207;1696323348921;0
825;2;2;247560;2;47747;1696323348921;0
830;3;0;1005435;15;168295;1696323349018;0
830;3;1;418935;8;77948;1696323349018;0
830;3;2;251385;5;49291;1696323349018;0
835;6;0;1052730;14;176775;1696323349154;0
835;6;1;438645;5;81798;1696323349154;0
835;6;2;263205;5;52060;1696323349154;0
840;6;0;1146180;14;193876;1696323349286;0
840;6;1;477570;5;88975;1696323349286;0
840;6;2;286575;5;57160;1696323349286;0
845;7;0;1120815;15;193239;1696323349403;0
845;7;1;467010;6;89233;1696323349403;0
845;7;2;280230;3;57320;1696323349403;0
850;3;0;1114935;14;193465;1696323349504;0
850;3;1;464565;5;89232;1696323349504;0
850;3;2;278760;5;56363;1696323349504;0
855;5;0;1117815;21;194534;1696323349646;0
855;5;1;465765;8;89739;1696323349646;0
855;5;2;279480;3;57162;1696323349646;0
860;6;0;1126515;14;195173;1696323349793;0
860;6;1;469380;5;90309;1696323349793;0
860;6;2;281655;5;57478;1696323349793;0
865;7;0;1124625;14;195764;1696323349908;0
865;7;1;468600;6;90015;1696323349908;0
865;7;2;281190;5;57332;1696323349908;0
870;5;0;1119480;13;192328;1696323350021;0
870;5;1;466455;6;88958;1696323350021;0
870;5;2;279900;3;56355;1696323350021;0
875;6;0;1137435;15;190525;1696323350141;0
875;6;1;473940;7;88040;1696323350141;0
875;6;2;284385;3;55421;1696323350141;0
880;6;0;1141005;13;180864;1696323350255;0
880;6;1;475425;6;83453;1696323350255;0
880;6;2;285270;3;53647;1696323350255;0
885;6;0;1147095;15;170326;1696323350357;0
885;6;1;477960;7;79702;1696323350357;0
885;6;2;286800;6;50415;1696323350357;0
890;6;0;1155225;18;173867;1696323350477;0
890;6;1;481350;7;80677;1696323350477;0
890;6;2;288840;5;51743;1696323350477;0
895;6;0;1019790;12;137608;1696323350591;0
895;6;1;424920;4;64424;1696323350591;0
895;6;2;254970;5;41539;1696323350591;0
900;3;0;951765;12;155547;1696323350690;0
900;3;1;396570;6;72433;1696323350690;0
900;3;2;237975;2;45771;1696323350690;0
905;4;0;965295;12;161965;1696323350804;0
905;4;1;402210;4;73888;1696323350804;0
905;4;2;241350;5;47465;1696323350804;0
910;5;0;976410;11;162696;1696323350902;0
910;5;1;406845;6;75759;1696323350902;0
910;5;2;244140;2;47950;1696323350902;0
915;4;0;974790;11;162348;1696323350996;0
915;4;1;406170;4;75089;1696323350996;0
915;4;2;243735;4;48249;1696323350996;0
920;4;0;976485;12;163112;1696323351094;0
920;4;1;406875;4;74780;1696323351094;0
920;4;2;244140;2;47771;1696323351094;0
925;2;0;969435;11;161366;1696323351191;0
925;2;1;403935;4;74527;1696323351191;0
925;2;2;242385;5;47891;1696323351191;0
930;4;0;964710;10;156928;1696323351283;0
930;4;1;401970;4;72792;1696323351283;0
930;4;2;241200;4;46754;1696323351283;0
935;7;0;961110;14;156878;1696323351385;0
935;7;1;400470;5;72055;1696323351385;0
935;7;2;240300;3;46154;1696323351385;0
940;6;0;959430;12;156252;1696323351480;0
940;6;1;399765;4;72408;1696323351480;0
940;6;2;239880;5;46027;1696323351480;0
945;2;0;960660;12;155351;1696323351577;0
945;2;1;400275;6;71908;1696323351577;0
945;2;2;240210;2;45695;1696323351577;0
950;2;0;965280;14;157087;1696323351678;0
950;2;1;402195;8;72894;1696323351678;0
950;2;2;241350;3;45822;1696323351678;0
955;5;0;963315;17;156192;1696323351780;0
955;5;1;401385;7;72378;1696323351780;0
955;5;2;240855;5;46067;1696323351780;0
960;2;0;965655;14;158241;1696323351877;0
960;2;1;402360;8;73050;1696323351877;0
960;2;2;241455;3;46217;1696323351877;0
965;2;0;963285;14;155835;1696323351976;0
965;2;1;401370;8;72290;1696323351976;0
965;2;2;240855;4;45773;1696323351976;0
970;2;0;964260;13;156055;1696323352072;0
970;2;1;401775;5;72226;1696323352072;0
970;2;2;241110;4;45820;1696323352072;0
975;1;0;959760;12;156242;1696323352167;0
975;1;1;399900;7;71764;1696323352167;0
975;1;2;239970;4;45701;1696323352167;0
980;3;0;961605;13;155555;1696323352266;0
980;3;1;400665;4;72408;1696323352266;0
980;3;2;240435;2;45967;1696323352266;0
985;2;0;965700;14;157120;1696323352364;0
985;2;1;402375;5;72902;1696323352364;0
985;2;2;241455;4;46358;1696323352364;0
990;2;0;963720;16;157104;1696323352461;0
990;2;1;401550;8;72472;1696323352461;0
990;2;2;240960;5;46475;1696323352461;0
995;2;0;965325;12;158408;1696323352555;0
995;2;1;402225;4;72824;1696323352555;0
995;2;2;241365;5;46597;1696323352555;0
1000;2;0;962160;12;160067;1696323352695;0
1000;2;1;400905;6;73970;1696323352695;0
1000;2;2;240570;3;47216;1696323352695;0
1005;1;0;964605;14;161786;1696323352789;0
1005;1;1;401925;5;74705;1696323352789;0
1005;1;2;241185;2;47789;1696323352789;0
1010;3;0;961005;11;160092;1696323352883;0
1010;3;1;400425;4;74116;1696323352883;0
1010;3;2;240270;4;47436;1696323352883;0
1015;2;0;961050;11;161549;1696323352982;0
1015;2;1;400440;4;74198;1696323352982;0
1015;2;2;240285;4;47492;1696323352982;0
1020;2;0;965505;12;162391;1696323353079;0
1020;2;1;402300;4;74889;1696323353079;0
1020;2;2;241410;2;47913;1696323353079;0
1025;2;0;962850;11;160434;1696323353174;0
1025;2;1;401190;4;74284;1696323353174;0
1025;2;2;240735;5;47158;1696323353174;0
1030;1;0;962130;12;154592;1696323353273;0
1030;1;1;400890;6;72144;1696323353273;0
1030;1;2;240570;4;45640;1696323353273;0
1035;1;0;960705;15;152084;1696323353376;0
1035;1;1;400305;8;69878;1696323353376;0
1035;1;2;240210;4;45082;1696323353376;0
1040;2;0;946155;13;149299;1696323353470;0
1040;2;1;394230;5;69140;1696323353470;0
1040;2;2;236565;2;44120;1696323353470;0
1045;1;0;940680;12;145756;1696323353566;0
1045;1;1;391950;5;67736;1696323353566;0
1045;1;2;235215;2;42944;1696323353566;0
1050;3;0;979875;11;158374;1696323353665;0
1050;3;1;408285;4;73542;1696323353665;0
1050;3;2;245010;4;46385;1696323353665;0
1055;2;0;975825;11;158398;1696323353764;0
1055;2;1;406590;4;73467;1696323353764;0
1055;2;2;243990;4;47088;1696323353764;0
1060;2;0;968625;11;156480;1696323353858;0
1060;2;1;403590;4;72500;1696323353858;0
1060;2;2;242190;4;46144;1696323353858;0
1065;2;0;965835;10;155558;1696323353960;0
1065;2;1;402435;5;71198;1696323353960;0
1065;2;2;241485;2;45645;1696323353960;0
1070;2;0;963630;11;155362;1696323354055;0
1070;2;1;401520;5;72107;1696323354055;0
1070;2;2;240930;4;45721;1696323354055;0
1075;1;0;944100;12;154566;1696323354157;0
1075;1;1;393375;5;71152;1696323354157;0
1075;1;2;236070;2;45613;1696323354157;0
1080;1;0;957690;11;163243;1696323354250;0
1080;1;1;399045;5;75477;1696323354250;0
1080;1;2;239460;2;47908;1696323354250;0
1085;1;0;968790;12;165062;1696323354348;0
1085;1;1;403665;4;75865;1696323354348;0
1085;1;2;242235;5;48185;1696323354348;0
1090;2;0;961035;12;162962;1696323354443;0
1090;2;1;400440;7;75451;1696323354443;0
1090;2;2;240285;4;48178;1696323354443;0
1095;1;0;961770;13;162935;1696323354545;0
1095;1;1;400740;7;75582;1696323354545;0
1095;1;2;240480;4;48306;1696323354545;0
1100;1;0;961200;16;163485;1696323354649;0
1100;1;1;400500;6;75484;1696323354649;0
1100;1;2;240345;3;48459;1696323354649;0
1105;2;0;962625;11;163952;1696323354775;0
1105;2;1;401100;6;75805;1696323354775;0
1105;2;2;240675;2;47876;1696323354775;0
1110;2;0;960480;12;163524;1696323354873;0
1110;2;1;400200;4;75425;1696323354873;0
1110;2;2;240165;4;48265;1696323354873;0
1115;2;0;960420;11;163726;1696323354964;0
1115;2;1;400185;4;75593;1696323354964;0
1115;2;2;240135;4;47991;1696323354964;0
1120;2;0;960120;11;162833;1696323355059;0
1120;2;1;400050;4;75295;1696323355059;0
1120;2;2;240075;4;47893;1696323355059;0
1125;2;0;960060;12;163364;1696323355161;0
1125;2;1;400020;5;76270;1696323355161;0
1125;2;2;240045;5;47749;1696323355161;0
1130;3;0;961725;12;164367;1696323355260;0
1130;3;1;400725;5;76321;1696323355260;0
1130;3;2;240450;4;48418;1696323355260;0
1135;2;0;959835;12;162862;1696323355355;0
1135;2;1;399930;4;75085;1696323355355;0
1135;2;2;240000;5;48511;1696323355355;0
1140;2;0;959805;11;163629;1696323355450;0
1140;2;1;399915;4;75359;1696323355450;0
1140;2;2;239985;4;48169;1696323355450;0
1145;1;0;962460;10;163811;1696323355550;0
1145;1;1;401025;6;76150;1696323355550;0
1145;1;2;240660;2;48162;1696323355550;0
1150;1;0;960300;18;163846;1696323355672;0
1150;1;1;400125;7;75392;1696323355672;0
1150;1;2;240105;3;48146;1696323355672;0
1155;2;0;959010;11;161598;1696323355797;0
1155;2;1;399585;4;74945;1696323355797;0
1155;2;2;239790;4;47917;1696323355797;0
1160;2;0;958740;11;160124;1696323355890;0
1160;2;1;399480;5;73233;1696323355890;0
1160;2;2;239715;2;47058;1696323355890;0
1165;3;0;1006875;13;160029;1696323355991;0
1165;3;1;419535;5;73914;1696323355991;0
1165;3;2;251745;3;46670;1696323355991;0
1170;2;0;999270;11;153397;1696323356083;0
1170;2;1;416370;4;71514;1696323356083;0
1170;2;2;249840;2;45110;1696323356083;0
1175;2;0;981270;12;152259;1696323356180;0
1175;2;1;408870;4;70360;1696323356180;0
1175;2;2;245340;2;45068;1696323356180;0
1180;2;0;977520;10;151645;1696323356272;0
1180;2;1;407310;4;70222;1696323356272;0
1180;2;2;244410;4;44254;1696323356272;0
1185;2;0;981525;13;151866;1696323356374;0
1185;2;1;408975;6;70574;1696323356374;0
1185;2;2;245400;3;44914;1696323356374;0
1190;2;0;969570;12;151391;1696323356468;0
1190;2;1;403995;4;70635;1696323356468;0
1190;2;2;242430;5;44948;1696323356468;0
1195;2;0;972315;12;157845;1696323356568;0
1195;2;1;405135;4;73479;1696323356568;0
1195;2;2;243120;2;46046;1696323356568;0
1200;1;0;970095;11;161450;1696323356660;0
1200;1;1;404205;4;74912;1696323356660;0
1200;1;2;242565;4;47606;1696323356660;0
1205;3;0;970020;11;163979;1696323356758;0
1205;3;1;404175;4;75527;1696323356758;0
1205;3;2;242550;4;47971;1696323356758;0
1210;2;0;977700;16;162397;1696323356877;0
1210;2;1;407370;5;75318;1696323356877;0
1210;2;2;244455;4;47710;1696323356877;0
1215;2;0;1007745;13;165368;1696323356969;0
1215;2;1;419895;5;76960;1696323356969;0
1215;2;2;251970;5;48500;1696323356969;0
1220;2;0;1010265;14;170917;1696323357089;0
1220;2;1;420945;5;79212;1696323357089;0
1220;2;2;252600;3;50285;1696323357089;0
1225;1;0;990810;15;170156;1696323357206;0
1225;1;1;412845;6;78453;1696323357206;0
1225;1;2;247725;7;49748;1696323357206;0
1230;1;0;993105;15;172062;1696323357301;0
1230;1;1;413805;5;79175;1696323357301;0
1230;1;2;248310;4;50430;1696323357301;0
1235;1;0;996690;16;171380;1696323357420;0
1235;1;1;415290;7;78838;1696323357420;0
1235;1;2;249195;5;50227;1696323357420;0
1240;2;0;996660;13;172659;1696323357537;0
1240;2;1;415275;6;79422;1696323357537;0
1240;2;2;249195;3;50445;1696323357537;0
1245;1;0;990705;12;167960;1696323357647;0
1245;1;1;412800;4;77156;1696323357647;0
1245;1;2;247710;4;49508;1696323357647;0
1250;2;0;992595;12;168754;1696323357744;0
1250;2;1;413580;4;77817;1696323357744;0
1250;2;2;248190;4;49494;1696323357744;0
1255;3;0;993165;11;167141;1696323357844;0
1255;3;1;413820;4;77031;1696323357844;0
1255;3;2;248325;4;48684;1696323357844;0
1260;2;0;990795;12;168900;1696323357975;0
1260;2;1;412830;4;77609;1696323357975;0
1260;2;2;247725;4;49515;1696323357975;0
1265;2;0;988425;11;169619;1696323358072;0
1265;2;1;411855;4;78220;1696323358072;0
1265;2;2;247140;4;49588;1696323358072;0
1270;2;0;984930;11;168687;1696323358168;0
1270;2;1;410385;4;78349;1696323358168;0
1270;2;2;246270;4;49666;1696323358168;0
1275;1;0;964605;15;164566;1696323358273;0
1275;1;1;401925;8;76150;1696323358273;0
1275;1;2;241185;4;48545;1696323358273;0
1280;2;0;962625;14;163484;1696323358373;0
1280;2;1;401100;5;75352;1696323358373;0
1280;2;2;240675;3;47746;1696323358373;0
1285;1;0;966015;13;164446;1696323358485;0
1285;1;1;402510;5;76544;1696323358485;0
1285;1;2;241530;2;48634;1696323358485;0
1290;1;0;957090;12;161073;1696323358580;0
1290;1;1;398790;5;74282;1696323358580;0
1290;1;2;239310;5;47308;1696323358580;0
1295;2;0;949980;13;158243;1696323358679;0
1295;2;1;395835;5;73512;1696323358679;0
1295;2;2;237525;5;46683;1696323358679;0
1300;2;0;953640;12;156991;1696323358794;0
1300;2;1;397350;6;71823;1696323358794;0
1300;2;2;238440;2;46086;1696323358794;0
1305;1;0;947130;11;156021;1696323358893;0
1305;1;1;394635;4;71692;1696323358893;0
1305;1;2;236820;5;45713;1696323358893;0
1310;2;0;935310;11;155545;1696323359009;0
1310;2;1;389715;4;71768;1696323359009;0
1310;2;2;233850;4;45726;1696323359009;0
1315;2;0;918765;11;151739;1696323359102;0
1315;2;1;382815;4;70033;1696323359102;0
1315;2;2;229725;2;44197;1696323359102;0
1320;1;0;919740;10;150699;1696323359199;0
1320;1;1;383235;4;69824;1696323359199;0
1320;1;2;229965;4;43931;1696323359199;0
1325;2;0;914250;11;150572;1696323359292;0
1325;2;1;380940;4;69241;1696323359292;0
1325;2;2;228585;4;44130;1696323359292;0
1330;1;0;915525;13;151239;1696323359393;0
1330;1;1;381465;4;69910;1696323359393;0
1330;1;2;228915;4;44534;1696323359393;0
1335;1;0;913335;15;151050;1696323359496;0
1335;1;1;380565;7;69513;1696323359496;0
1335;1;2;228360;5;44421;1696323359496;0
1340;2;0;913545;12;150244;1696323359595;0
1340;2;1;380655;5;69610;1696323359595;0
1340;2;2;228420;5;44267;1696323359595;0
1345;1;0;916005;13;149967;1696323359695;0
1345;1;1;381675;5;69988;1696323359695;0
1345;1;2;229035;2;43907;1696323359695;0
1350;1;0;916005;11;151964;1696323359788;0
1350;1;1;381675;4;69936;1696323359788;0
1350;1;2;229020;4;44466;1696323359788;0
1355;1;0;924885;12;154658;1696323359885;0
1355;1;1;385365;6;70859;1696323359885;0
1355;1;2;231255;2;45246;1696323359885;0
1360;2;0;928680;13;156097;1696323359985;0
1360;2;1;386955;4;71835;1696323359985;0
1360;2;2;232200;2;45423;1696323359985;0
1365;1;0;931410;13;153726;1696323360087;0
1365;1;1;388095;4;71032;1696323360087;0
1365;1;2;232875;4;45114;1696323360087;0
1370;2;0;933180;13;155496;1696323360189;0
1370;2;1;388830;5;71454;1696323360189;0
1370;2;2;233325;2;45256;1696323360189;0
1375;1;0;933750;12;154235;1696323360288;0
1375;1;1;389070;7;71215;1696323360288;0
1375;1;2;233475;3;45275;1696323360288;0
1380;1;0;930345;12;154339;1696323360406;0
1380;1;1;387645;4;71771;1696323360406;0
1380;1;2;232620;5;45261;1696323360406;0
1385;2;0;926220;12;154105;1696323360507;0
1385;2;1;385920;4;70653;1696323360507;0
1385;2;2;231585;5;45473;1696323360507;0
1390;2;0;913680;15;152188;1696323360608;0
1390;2;1;380700;6;69527;1696323360608;0
1390;2;2;228450;3;44605;1696323360608;0
1395;1;0;914940;15;149988;1696323360708;0
1395;1;1;381225;5;69170;1696323360708;0
1395;1;2;228765;5;44160;1696323360708;0
1400;1;0;915060;13;150839;1696323360828;0
1400;1;1;381270;5;69570;1696323360828;0
1400;1;2;228795;6;44424;1696323360828;0
1405;1;0;912180;14;150073;1696323360943;0
1405;1;1;380085;5;69554;1696323360943;0
1405;1;2;228075;5;44415;1696323360943;0
1410;2;0;917625;12;151424;1696323361060;0
1410;2;1;382350;6;69695;1696323361060;0
1410;2;2;229440;3;45035;1696323361060;0
1415;2;0;929880;12;152849;1696323361160;0
1415;2;1;387450;4;70918;1696323361160;0
1415;2;2;232500;5;44942;1696323361160;0
1420;2;0;948585;11;154735;1696323361252;0
1420;2;1;395250;6;71440;1696323361252;0
1420;2;2;237165;2;45866;1696323361252;0
1425;1;0;946335;11;156102;1696323361352;0
1425;1;1;394305;4;72464;1696323361352;0
1425;1;2;236610;4;45870;1696323361352;0
1430;1;0;959820;11;155902;1696323361444;0
1430;1;1;399930;5;71928;1696323361444;0
1430;1;2;239985;4;45920;1696323361444;0
1435;2;0;978750;11;159952;1696323361546;0
1435;2;1;407820;4;74616;1696323361546;0
1435;2;2;244710;4;47456;1696323361546;0
1440;2;0;973410;13;161516;1696323361662;0
1440;2;1;405585;4;74382;1696323361662;0
1440;2;2;243390;5;47513;1696323361662;0
1445;1;0;969360;15;160357;1696323361764;0
1445;1;1;403905;7;74505;1696323361764;0
1445;1;2;242370;4;47270;1696323361764;0
1450;1;0;974220;12;162336;1696323361881;0
1450;1;1;405930;6;75204;1696323361881;0
1450;1;2;243585;3;47947;1696323361881;0
1455;2;0;975105;13;163291;1696323361978;0
1455;2;1;406290;4;75255;1696323361978;0
1455;2;2;243810;2;48196;1696323361978;0
1460;3;0;975015;17;163760;1696323362088;0
1460;3;1;406260;6;75532;1696323362088;0
1460;3;2;243780;5;48373;1696323362088;0
1465;2;0;977310;17;163639;1696323362210;0
1465;2;1;407220;8;75741;1696323362210;0
1465;2;2;244350;5;47799;1696323362210;0
1470;2;0;972765;14;163488;1696323362868;0
1470;2;1;405330;7;75916;1696323362868;0
1470;2;2;243225;4;47551;1696323362868;0
1475;2;0;972855;11;162413;1696323363082;0
1475;2;1;405360;6;74600;1696323363082;0
1475;2;2;243240;4;47803;1696323363082;0
1480;2;0;955260;11;156651;1696323363213;0
1480;2;1;398025;4;72197;1696323363213;0
1480;2;2;238845;3;45899;1696323363213;0
1485;2;0;947670;12;154758;1696323363315;0
1485;2;1;394860;4;71841;1696323363315;0
1485;2;2;236955;2;45454;1696323363315;0
1490;1;0;960195;12;157965;1696323363410;0
1490;1;1;400080;5;73561;1696323363410;0
1490;1;2;240090;5;46681;1696323363410;0
1495;1;0;967680;12;158866;1696323363508;0
1495;1;1;403200;5;73927;1696323363508;0
1495;1;2;241950;5;46607;1696323363508;0
1500;1;0;969120;12;159244;1696323363609;0
1500;1;1;403800;4;73913;1696323363609;0
1500;1;2;242325;5;47592;1696323363609;0
1505;1;0;970695;12;161264;1696323363703;0
1505;1;1;404460;4;74213;1696323363703;0
1505;1;2;242700;5;47651;1696323363703;0
1510;3;0;970470;17;160385;1696323363808;0
1510;3;1;404370;9;74231;1696323363808;0
1510;3;2;242655;6;47129;1696323363808;0
1515;2;0;962190;12;158711;1696323363904;0
1515;2;1;400920;6;73837;1696323363904;0
1515;2;2;240570;3;46472;1696323363904;0
1520;2;0;961740;11;159192;1696323364001;0
1520;2;1;400725;4;73297;1696323364001;0
1520;2;2;240465;5;46822;1696323364001;0
1525;2;0;961710;11;158925;1696323364096;0
1525;2;1;400710;6;73459;1696323364096;0
1525;2;2;240465;2;46586;1696323364096;0
1530;3;0;959820;11;158316;1696323364194;0
1530;3;1;399930;4;73483;1696323364194;0
1530;3;2;239985;4;46312;1696323364194;0
1535;2;0;961695;10;158455;1696323364293;0
1535;2;1;400710;4;73065;1696323364293;0
1535;2;2;240465;4;46191;1696323364293;0
1540;2;0;983730;16;160323;1696323364397;0
1540;2;1;409890;7;73655;1696323364397;0
1540;2;2;245970;5;47591;1696323364397;0
1545;2;0;1205175;16;163210;1696323364498;0
1545;2;1;502155;5;75487;1696323364498;0
1545;2;2;301320;3;48459;1696323364498;0
1550;5;0;1303815;16;161089;1696323364617;0
1550;5;1;543255;8;75358;1696323364617;0
1550;5;2;325980;3;47849;1696323364617;0
1555;3;0;1299495;13;159695;1696323364734;0
1555;3;1;541455;5;73046;1696323364734;0
1555;3;2;324900;5;47551;1696323364734;0
1560;3;0;1295505;23;165529;1696323364910;0
1560;3;1;539805;10;76710;1696323364910;0
1560;3;2;323910;3;48970;1696323364910;0
1565;3;0;1605000;21;164757;1696323365374;0
1565;3;1;668760;7;75877;1696323365374;0
1565;3;2;401280;5;48639;1696323365374;0
1570;2;0;1085790;13;162256;1696323365538;0
1570;2;1;452415;6;74954;1696323365538;0
1570;2;2;271485;3;47138;1696323365538;0
1575;3;0;1010325;13;161540;1696323365659;0
1575;3;1;420975;6;74800;1696323365659;0
1575;3;2;252600;3;47794;1696323365659;0
1580;3;0;1008840;11;161606;1696323365798;0
1580;3;1;420360;4;74643;1696323365798;0
1580;3;2;252240;4;47745;1696323365798;0
